,comment,title,date,name,stars
95,É una delle attrazioni da non perdere quando si visita Berlino...un simbolo della sofferente città nella storia di Berlino...triste ma da vedere,Da non perdere, 5 maggio 2018,KiaraVigliotti,5.0
96,"Si tratta di un deve visitare. Da circa 18,00 tutti i ristoranti e i bar servono una ""Happy Hour"".  Ottima atmosfera. A seconda della temperatura scegliere per il lato soleggiato o il sito di ombra del canal grande.",È il momento per un Happy Hour!, 22 settembre 2016,Sandy5611,4.0
97,Andare a Central Park è una delle cosa assolutamente da fare quando si va a New York. Parco ben curato dove ognuno può trovare il propri modo di rilassarsi. In questa stagione i colori delle foglie lo rendono ancora più bello.,Imperdibile, 13 novembre 2015,Emanuele T,5.0
98,Abbiamo avuto la fortuna di trovare posto prenotando solo il giorno prima. La visita alla cupola è  molto bella perché si vede tutta la città.  L'ingresso è gratuito come anche l'audio guida. ,Berlino 2019, 10 settembre 2019,Luca L,5.0
99,"Luogo ideale per rilassarsi e praticare dello sport a tutte le ore in totale sicurezza , molto curato e pulito , buoni i servizi ristorazione .",Fantastico polmone verde nel centro città, 1 novembre 2017,MIKY2014,5.0
100,E' veramente Una galleria d'arte a cielo aperto! Da godere con gli occhi e col cuore. La consiglio assolutamente. ,Una galleria d'arte a cielo aperto, 25 novembre 2019,Giovanna C,5.0
101,E stato uno dei più bei monumenti che abbiamo visto. Siamo rimasti incantati.Spero che possiate avere l occasione di visitare anche voi questa splendida meraviglia dell architettura,Meraviglia architettonica , 10 gennaio 2017,pioniere83,5.0
102,"Anonima facciata per questa chiesa che al suo interno conserva degli affreschi che nulla hanno da invidiare a chiese più famose e blasonate.Restaurata ed ora accessibile grazie ai volontari del Touring Club vale una visita e non solo!  Se riuscire prenotate una visita guidata per scoprire ""veramente"" questo gioiello milanese.",Non lasciatevi scappare questa meraviglia, 11 ottobre 2016,Eloconsuelo,5.0
103,Uno dei miei posti preferiti di New York...romantico...ci ho lasciato il cuore...stupendo...indimenticabile...,Romantico...suggestivo...stupendo!, 1 marzo 2019,Giorgia P.,5.0
104,"Ho sentito molto parlate di questo luogo quasi nascosto nella Milano dello shopping e degli affari.Lungo Via Magenta proprio di fianco all'ingresso del museo Archeologico, si apre l'ingresso di questa chiesa molto particolare.È la prima che visito con ancora la divisione tra la parte dedicata ai fedeli d quella invece dedicata alle monache di clausura. La grata che divide gli ambienti nasconde un coro ligneo assolutamente favoloso come pure l'organo cinquecentesco spesso usato per concerti serali.Gli affreschi dei Luini sono pregevoli e, particolarissima, la cappella decorata con le scene del diluvio universale.Un ringraziamento particolare ai volontari del FAI che, con la loro opera, si prestano ad illustrare le meraviglie di questo luogo.",Una bella scoperta, 7 settembre 2016,sealoveComo,5.0
105,"Parto dal fatto che non siamo riusciti a vederlo tutto ma credetemi è impressionante un autentico rettangolo verde nel centro della citta'... con laghi viali  ecc.bellissimo, sicuramente da vedere ;)",Fantastico..., 28 agosto 2015,barese82,4.0
106,"Ottimo luogo per chi è in cerca di vita notturna, lungo i navigli si trovano decine e decine di locali, la maggior parte famosa per l'ottima offerta dell'aperitivo accompagnato da un ricco buffet",night life, 1 settembre 2015,Martina_C6971XG,5.0
107,il vero polmone di New York...ne vale veramente la pena passarci mezza giornate per potervi rilassare dalla vita frenetica del centro WoW,OASI, 22 aprile 2019,baristaAncona,5.0
108,"Vedere dall'alto la città e ""leggere"" la storia che ha caratterizzato tale monumento fa capire bene il tutto e capire le difficoltà degli abitanti e del popolo tedesco.",Visita per ammirare Berlino dall'alto., 3 febbraio 2019,claudio,4.0
109,Ci siamo trovati a passeggiare lungo i navigli per raggiungere la chiesa di sant'Eustorgio.La calda giornata d'inverno ci ha fatto gustare i luoghi puliti e ben attrezzati.,Piacevole passeggiata, 21 febbraio 2019,Simona,5.0
110,"E' stata il primo luogo che siamo andati a vedere appena arrivati a Berlino. Emozionante per il valore storico, peccato che era coperta da alcuni stand per una manifestazione.",Molto bella, 8 luglio 2019,Sergio B,4.0
111,Bellissima passeggiata che ti fa riscoprire la città e questi luoghi meravigliosi non solo la sera per la movida e per l aperitivo ma anche per scoprire oggetti dai più piccoli ai più grandi del passato..mercatino dell' antiquariato..da non perdere..una piacevole passeggiata domenicale!,"Navigli e ""vintage""", 29 luglio 2018,Viviana C,4.0
112,"Molto bello e curato e molto grande.In bici si riesce a percorrere solo in alcuni punti, il resto è comunque da fare a piedi. È in salita.Una boccata d'ossigeno a New York. ",Bello., 26 luglio 2016,Ok lunacla,5.0
113,"Troppa gente, troppo grande, nulla di che. Se volete vedere una bella piazza c’è Torino dove ogni piazza è un capolavoro",Niente di che, 18 marzo 2019,Francesco,1.0
114,Passeggiare nel parco e' bello e incantevole anche in inverno. Certamente non puo' mancare in una visita a Manhattan,Bello anche in inverno, 8 gennaio 2016,Ranker100,4.0
115,"Visitare il Prado è tra le 100 cose da vedere nella vita. Museo molto grande ma ben fruibile se non vi prende la fregola di visitarlo in un'ora. Ľarte per essere ammirata e goduta necessita di tempo e pazienza, saranno le vostre due o tre ore meglio spese in assoluto. Rubens, Goya, El Greco, Durrer, Caravaggio, Raffaello, Carracci, insomma tutto il meglio che si è artisticamente si potrebbe pretendere. Sconsiglio di visitarlo durante le visite gratuite, la troppa affluenza di visitatori potrebbe non farvi apprezzare la visita",Le meraviglie davanti ai vostri occhi, 4 febbraio 2019,Fab D,5.0
116,"La facciata esterna dice ben poco. Ma appena entrati si resta stupiti e coinvolti dai magnifici affreschi che non lasciano scoperto alcun tratto dei muri, sia nel primo ambiente (la chiesa) che nel posteriore coro delle suore. Incredibile è che la visita sia per di più gratuita, grazie all'encomiabile servizio offerto dai volontari del Touring club.",Uno scrigno interamente dipinto, 3 aprile 2017,Carlo P,5.0
117,"""Milan l'è un gran Milan""È sempre bello poter apprezzare queste opere d'arte! La fila un po' troppo lunga, ma devo dire che una volta dentro ci si dimentica dell'attesa, ci ero stata da bambina con la scuola ma tornarci un po'più ""consapevole"" è startup davvero piacevole.Consiglio di vederli almeno una volta.",Bellissima esperienza, 9 ottobre 2019,Ireirenerenee,4.0
118,"Sono milanese, ma ammetto di aver scoperto questa chiesa grazie a TA !! Da fuori non le daresti una lira, ma quando entri..Wow!!! Questa è stata la reazione! Che sorpresa, si rimane folgorati e non si sa da dove iniziare a guardare! Difficile da descrivere: tutto affrescato, architettura che non si vede spesso nelle chiese...davvero unica! Da visitare assolutamente!",Una perla poco conosciuta in centro Milano , 27 novembre 2016,Nuvolino72,5.0
119,Posto particolare e suggestivo. Meravigliata come i milanesi sanno trasformare un luogo comune in un luogo unico,Passeggiata, 3 ottobre 2018,Lietta,5.0
120,Bellissimo il duomo .peccato non averlo potuto visitare perché cera la fila..la galleria spettacolare pena di ristoranti e negozi,Lavoro, 3 febbraio 2019,Lia C,5.0
121,Il monumento per eccellenza di Milano.Assoluta vedere e se avete tanto tempo salite a vedere le guglie e la Madunnina! ,In giro per Milano , 2 giugno 2019,CATE_T21,5.0
122,"Splendida chiesa, non al centro dei consueti itinerari turistici. Ci vorrebbero piu' indicazioni e spiegazioni per assaporare meglio la visita.",Una visita fuori dal comune, 21 settembre 2014,Clara C,5.0
123,"La visita a questo museo è obbligatoria, per me il più bello di Madrid. Ci sono opere meravigliose, per visitarlo bene occorrono almeno 3 ore, consiglio di visitarlo la mattina all'apertura. ",Da vedere assolutamente, 1 settembre 2017,marque63,5.0
124,"Luogo simbolo di Berlino, imponente e bellissima,la porta di Brandeburgo ha un fascino particolare soprattutto se visitata la sera illuminata. ",Sempre imponente! , 31 luglio 2019,Grazia S,5.0
125,Qui si capisce veramente cosa è stato il muro. Molto più significativo della cartolina di East side galley...Necessaria la comprensione dell'inglese (o tedesco ovviamente) per seguire al meglio i pannelli informativi che si trovano lungo tutto il percorso.Ps: gratuito!,Per capire il muro e le sue tristi vicende, 17 novembre 2017,alexbruno84,5.0
126,"in una visita a New York.Ci siamo stati un sabato mattina e siamo rimasti stupidi dalla quantità di persone che correvano e andavano in bicicletta! Forse perché era sabato?In ogni caso, noleggiando la bicicletta, lo abbiamo circunnavigato...",Non può mancare...., 3 ottobre 2019,Dario F,5.0
127,Quartiere da visitare assolutamente per godere di un ottimo paesaggio e di una buona aria. Davvero molto belle e da visitare assolutamente le gallerie d'arte,che luogo pieno di fascino, 17 settembre 2017,asala,5.0
128,"Fantastica chiesa in centro, stupendi affreschi ed interessante la conformazione interna, pulita e ben tenuta ",Meraviglia meravigliosa, 22 novembre 2019,McMao,5.0
129,"Che bella sorpresa. Che posto fantastico per osservare la gente, mangiare e bere. Provare uno dei ristoranti di Aperitivo. Ma un drink e mangiare gratuitamente. Yay!",Canali a Milano? Assolutamente!, 11 ottobre 2018,Vivelafrancetoday,5.0
130,"Sono passati ben 18 anni dall’ultima volta che ho visitato questa parte rimasta del muro. Pensavo di rimanere delusa, in realtà è sempre un’emozione. Consigliato.",Dopo 18 anni, 2 settembre 2019,LaDogaressa01,5.0
131,"Dopo aver camminato per visitare New York, sotto un sole cocente, abbiamo trovato un po’ di refrigerio in questo meraviglioso parco, con scoiattoli, laghi, barchette... un’oasi in citta’! ",Finalmente relax, 26 ottobre 2018,Doryssima23,5.0
132,"Sono stato con la mia ragazza a central park il febbraio scorso e posso dire di aver avuto la fortuna di vedere il parco totalmente innavato, qualcosa di incredibile e che resterà per sempre impresso nella mia mente. Il parco è veramente grande. La cosa bella e unica è che si trova in mezzo ai grattacieli e quindi si può godere al suo interno di una vista mozzafiato.",UNICO!, 2 novembre 2015,Nicola Bartolini,5.0
133,Grandissimo a molto bello sia all’interno che all’esterno...si può anche visitare gratuitamente dalle 18:00 alle 20:00 la parte collection.... le opere sono magnifiche...all’ingresso per acquistare o ritirare il ticket c’è molta coda ma se avete bimbi piccoli da trasportare con il passeggino potete passare dalla corsia preferenziale ed evitare la fila...consigliato ,Molto bello, 26 aprile 2018,potter_daisy,4.0
134,"Passeggiare per Central Park, ancora meglio se in una giornata assolata di primavera, è rilassante e corroborante. Si respira un'atmosfera piacevole e rilassata, non sembra di trovarsi in una città caotica e affollata come New York.Consiglio in particolare Bethesda Terrace.",Un'oasi verde a NY, 10 maggio 2022,Federica Di Nardo,5.0
135,"Pochi lo sanno, ma basta fare il biglietto 'no coda' nel gabbiotto poco prima dell'ingresso e passerete davanti a tutti. Il costo è di poco superiore al biglietto normale. Il museo è da vedere in almeno due riprese, essendo disteso su un'area grande praticamente come mezza città. Impossibile goderselo tutto in poche ore.",Saltate la fila, 10 aprile 2018,EnzinoMG,5.0
136,"Questa chiesa, che ora fa parte del Museo archeologico di Milano, spesso non viene citata tra le mete da visitare in città ma in realtà ha tra i più begli affreschi cinquecenteschi di scuola leonardesca della metropoli. Notevole anche l'Aula delle monache a cui si accede da una piccolo passaggio laterale. Gioiello cittadino da vedere assolutamente!",Gioiello cinquecentesco, 15 novembre 2016,domiair1,5.0
137,"Guida che aveva paura a farti vedere i quadri italiani , forse per la notevole supremazia in bellezza ,opere a parte ,alcune di notevole bellezza , altre quasi da non Capire perché sono in un museo , comunque mi aspettavo di più molto più bello il museo della reina Sofia a mio parere non paragonabile al Louvre in Francia o al museo Vaticano a Roma o Uffizi di Firenze , non a livello della sua fama .",Pensavo meglio , 21 ottobre 2017,Angelo,2.0
138,"Quando si è a Milano non si può fare a meno di fare una visita al duomo, maestoso imponente e bellissimo",Sempre affascinante, 18 giugno 2019,Ale oh oh,5.0
139,Ogni volta che passo in Corso Magenta faccio un salto in queta chiesa che è la Cappella Sistina in Miniatura. Tutta da ammirare !!,una meraviglia!!, 30 novembre 2015,Rosanna,5.0
140,Una domenica pomeriggio io e mio marito abbiamo deciso di fare qualcosa di culturale e siamo andati alla Chiesa di San Maurizio al Monastero dove abbiamo trovato volontari del Touring Club a farci da guida...la chiesa è bellissima da non perdere. Sono tornata a casa felice di aver dedicato una domenica pomeriggio per questa visita.,Una domenica all’insegna della cultura della mia Milano, 10 dicembre 2018,bianca c,5.0
141,"ci sono stata di giorno e di sera. di giorno i locali sono quasi tutti chiusi e si possono ammirare i navigli. ma ho trovato il posto molto sporco e frequentato da ""gentaccia "". ti squadrano e mirano le borse. ho visto persone fare i loro bisogni davanti a tutti. di sera è un po' meglio perché c'è la movida ma stare molto attenti qui",sporchi, 8 settembre 2013,914Ballerina914,2.0
142,"cosi come lo si vede nei film...un vero polmone di ossigeno puro, pieno anche di attrazioni e luoghi da visitare. assolutamente da vedere e visitare",posto fantastico, 17 novembre 2016,Alfredo A,5.0
